words@dap1994m	@dap1994m	1141.733	1142.12	было
words@dap1994m	@dap1994m	1142.12	1142.507	литовать
words@dap1994m	@dap1994m	1142.507	1142.894	материал
words@dap1994m	@dap1994m	1142.894	1143.281	как
words@dap1994m	@dap1994m	1143.281	1143.668	понять
words@dap1994m	@dap1994m	1143.668	1144.055	ваще
words@dap1994m	@dap1994m	1144.055	1144.442	хх
words@dap1994m	@dap1994m	1144.442	1144.829	то
words@dap1994m	@dap1994m	1144.829	1145.216	есть
words@dap1994m	@dap1994m	1145.216	1145.603	обкатка
words@dap1994m	@dap1994m	1145.603	1145.99	производилась
words@dap1994m	@dap1994m	1145.99	1146.377	на
words@dap1994m	@dap1994m	1146.377	1146.764	вот
words@dap1994m	@dap1994m	1146.764	1147.151	этих
words@dap1994m	@dap1994m	1147.151	1147.538	ээ
words@dap1994m	@dap1994m	1147.538	1147.925	художественных
words@dap1994m	@dap1994m	1147.925	1148.312	руководителях
words@dap1994m	@dap1994m	1148.312	1148.699	которые
words@dap1994m	@dap1994m	1148.699	1149.086	все
words@dap1994m	@dap1994m	1149.086	1149.473	это
words@dap1994m	@dap1994m	1149.473	1149.86	залитовывали
words@dap1994m	@dap1994m	1149.86	1150.247	или
words@dap1994m	@dap1994m	1150.247	1150.634	были
words@dap1994m	@dap1994m	1150.634	1151.021	какие-то
words@dap1994m	@dap1994m	1151.021	1151.408	заведенеия
words@dap1994m	@dap1994m	1151.408	1151.795	или
words@dap1994m	@dap1994m	1151.795	1152.2	там
words@dap1994m	@dap1994m	1156.79	1157.1	да
words@dap1994m	@dap1994m	1157.1	1157.41	нельзя
words@dap1994m	@dap1994m	1157.41	1157.72	со
words@dap1994m	@dap1994m	1157.72	1158.03	сцены
words@dap1994m	@dap1994m	1158.03	1158.34	/
words@dap1994m	@dap1994m	1158.34	1158.65	/
words@dap1994m	@dap1994m	1158.65	1158.96	угу
words@dap1994m	@dap1994m	1160.89	1161.2	че
words@dap1994m	@dap1994m	1161.2	1161.51	делать
words@dap1994m	@dap1994m	1161.51	1161.82	?
words@dap1994m	@dap1994m	1173.54	1174.14	да
words@dap1994m	@dap1994m	1182.41	1182.868	понятно
words@dap1994m	@dap1994m	1182.868	1183.326	все
words@dap1994m	@dap1994m	1183.326	1183.784	сучки
words@dap1994m	@dap1994m	1183.784	1184.242	обрубить
words@dap1994m	@dap1994m	1184.242	1184.7	/
words@dap1994m	@dap1994m	1184.7	1185.16	угу
words@dap1994m	@dap1994m	1195.16	1195.44	ну
words@dap1994m	@dap1994m	1195.44	1195.72	да
words@dap1994m	@dap1994m	1195.72	1196.0	это
words@dap1994m	@dap1994m	1196.0	1196.28	ж
words@dap1994m	@dap1994m	1196.28	1196.56	типа
words@dap1994m	@dap1994m	1196.56	1196.84	на
words@dap1994m	@dap1994m	1196.84	1197.12	его
words@dap1994m	@dap1994m	1197.12	1197.4	ответственности
words@dap1994m	@dap1994m	1197.4	1197.68	было
words@dap1994m	@dap1994m	1197.68	1197.96	получается
words@dap1994m	@dap1994m	1197.96	1198.25	ага
words@dap1994m	@dap1994m	1219.05	1219.438	в
words@dap1994m	@dap1994m	1219.438	1219.826	момент
words@dap1994m	@dap1994m	1219.826	1220.214	выступления
words@dap1994m	@dap1994m	1220.214	1220.602	/
words@dap1994m	@dap1994m	1220.602	1220.99	ага
words@dap1994m	@dap1994m	1226.92	1227.325	ну
words@dap1994m	@dap1994m	1227.325	1227.73	да
words@dap1994m	@dap1994m	1229.795	1230.234	бывало
words@dap1994m	@dap1994m	1230.234	1230.673	ли
words@dap1994m	@dap1994m	1230.673	1231.112	такое
words@dap1994m	@dap1994m	1231.112	1231.551	что
words@dap1994m	@dap1994m	1231.551	1231.99	изначально
words@dap1994m	@dap1994m	1231.99	1232.429	э
words@dap1994m	@dap1994m	1232.429	1232.868	крутая
words@dap1994m	@dap1994m	1232.868	1233.307	миниатюра
words@dap1994m	@dap1994m	1233.307	1233.746	здоровская
words@dap1994m	@dap1994m	1233.746	1234.185	после
words@dap1994m	@dap1994m	1234.185	1234.624	всей
words@dap1994m	@dap1994m	1234.624	1235.063	этой
words@dap1994m	@dap1994m	1235.063	1235.502	проверки
words@dap1994m	@dap1994m	1235.502	1235.941	э
words@dap1994m	@dap1994m	1235.941	1236.38	и
words@dap1994m	@dap1994m	1236.38	1236.819	после
words@dap1994m	@dap1994m	1236.819	1237.258	ну
words@dap1994m	@dap1994m	1237.258	1237.697	как
words@dap1994m	@dap1994m	1237.697	1238.136	бы
words@dap1994m	@dap1994m	1238.136	1238.575	вылизывания
words@dap1994m	@dap1994m	1238.575	1239.014	ее
words@dap1994m	@dap1994m	1239.014	1239.453	вот
words@dap1994m	@dap1994m	1239.453	1239.892	этими
words@dap1994m	@dap1994m	1239.892	1240.331	инстанциями
words@dap1994m	@dap1994m	1240.331	1240.77	на
words@dap1994m	@dap1994m	1240.77	1241.209	сцене
words@dap1994m	@dap1994m	1241.209	1241.648	не
words@dap1994m	@dap1994m	1241.648	1242.09	работала
words@dap1994m	@dap1994m	1249.09	1249.42	у
words@dap1994m	@dap1994m	1249.42	1249.75	вас
words@dap1994m	@dap1994m	1249.75	1250.08	бывали
words@dap1994m	@dap1994m	1250.08	1250.41	неудачные
words@dap1994m	@dap1994m	1250.41	1250.74	выступления
words@dap1994m	@dap1994m	1250.74	1251.07	?
words@dap1994m	@dap1994m	1268.02	1268.76	подачей
words@dap1994m	@dap1994m	1268.76	1269.5	дожать
words@dap1994m	@dap1994m	1295.16	1295.468	ну
words@dap1994m	@dap1994m	1295.468	1295.776	да
words@dap1994m	@dap1994m	1295.776	1296.084	это
words@dap1994m	@dap1994m	1296.084	1296.392	система
words@dap1994m	@dap1994m	1296.392	1296.7	в
words@dap1994m	@dap1994m	1296.7	1297.01	которой
words@dap1994m	@dap1994m	1330.08	1330.66	угу
words@dap1994m	@dap1994m	1334.6	1335.036	вот
words@dap1994m	@dap1994m	1335.036	1335.472	у
words@dap1994m	@dap1994m	1335.472	1335.908	меня
words@dap1994m	@dap1994m	1335.908	1336.344	кстати
words@dap1994m	@dap1994m	1336.344	1336.78	э
words@dap1994m	@dap1994m	1336.78	1337.216	/
words@dap1994m	@dap1994m	1337.216	1337.652	основанный
words@dap1994m	@dap1994m	1337.652	1338.088	на
words@dap1994m	@dap1994m	1338.088	1338.524	этой
words@dap1994m	@dap1994m	1338.524	1338.96	штуке
words@dap1994m	@dap1994m	1338.96	1339.396	вопрос
words@dap1994m	@dap1994m	1339.396	1339.832	/
words@dap1994m	@dap1994m	1339.832	1340.268	сейчас
words@dap1994m	@dap1994m	1340.268	1340.704	естественно
words@dap1994m	@dap1994m	1340.704	1341.14	мы
words@dap1994m	@dap1994m	1341.14	1341.576	подвергаемся
words@dap1994m	@dap1994m	1341.576	1342.012	новое
words@dap1994m	@dap1994m	1342.012	1342.448	поколение
words@dap1994m	@dap1994m	1342.448	1342.884	людей
words@dap1994m	@dap1994m	1342.884	1343.32	которые
words@dap1994m	@dap1994m	1343.32	1343.756	че-то
words@dap1994m	@dap1994m	1343.756	1344.192	делают
words@dap1994m	@dap1994m	1344.192	1344.628	с
words@dap1994m	@dap1994m	1344.628	1345.064	юмором
words@dap1994m	@dap1994m	1345.064	1345.5	в
words@dap1994m	@dap1994m	1345.5	1345.936	стране
words@dap1994m	@dap1994m	1345.936	1346.372	мы
words@dap1994m	@dap1994m	1346.372	1346.808	подвергаемся
words@dap1994m	@dap1994m	1346.808	1347.244	жесткой
words@dap1994m	@dap1994m	1347.244	1347.68	оценке
words@dap1994m	@dap1994m	1347.68	1348.116	и
words@dap1994m	@dap1994m	1348.116	1348.552	нас
words@dap1994m	@dap1994m	1348.552	1348.988	очень
words@dap1994m	@dap1994m	1348.988	1349.424	часто
words@dap1994m	@dap1994m	1349.424	1349.86	старшее
words@dap1994m	@dap1994m	1349.86	1350.296	поколение
words@dap1994m	@dap1994m	1350.296	1350.732	сравнивает
words@dap1994m	@dap1994m	1350.732	1351.168	с
words@dap1994m	@dap1994m	1351.168	1351.604	вами
words@dap1994m	@dap1994m	1351.604	1352.04	с
words@dap1994m	@dap1994m	1352.04	1352.476	вашим
words@dap1994m	@dap1994m	1352.476	1352.912	поколением
words@dap1994m	@dap1994m	1352.912	1353.348	там
words@dap1994m	@dap1994m	1353.348	1353.784	с
words@dap1994m	@dap1994m	1353.784	1354.22	Райкиным
words@dap1994m	@dap1994m	1354.22	1354.656	условно
words@dap1994m	@dap1994m	1354.656	1355.092	там
words@dap1994m	@dap1994m	1355.092	1355.528	со
words@dap1994m	@dap1994m	1355.528	1355.964	Жванецким
words@dap1994m	@dap1994m	1355.964	1356.4	и
words@dap1994m	@dap1994m	1356.4	1356.836	так
words@dap1994m	@dap1994m	1356.836	1357.272	далее
words@dap1994m	@dap1994m	1357.272	1357.708	чаще
words@dap1994m	@dap1994m	1357.708	1358.144	всего
words@dap1994m	@dap1994m	1358.144	1358.58	это
words@dap1994m	@dap1994m	1358.58	1359.016	звучит
words@dap1994m	@dap1994m	1359.016	1359.452	как
words@dap1994m	@dap1994m	1359.452	1359.888	вот
words@dap1994m	@dap1994m	1359.888	1360.324	умели
words@dap1994m	@dap1994m	1360.324	1360.76	типа
words@dap1994m	@dap1994m	1360.76	1361.196	тонко
words@dap1994m	@dap1994m	1361.196	1361.632	а
